Student Name,Roll No,ID,Mobile Number,College Name,Address,Email ID,Passing Year,Branch,Trade,Total Marks,CGPA,Grade
Yuvaan Lad,R0598,ID00598,9822319448,Chacko and Sons College,"52/948, Rattan Path, Kumbakonam-602740",mishadatta@hotmail.com,2025,Electrical,Power Systems,444,9.4,A+
Sana Dalal,R0599,ID00599,9351248779,Bahl PLC College,"18/737, Sabharwal Marg, Vijayawada 344648",fvora@shan-lalla.com,2023,Information Technology,Thermodynamics,513,8.78,A
Kartik Bajaj,R0600,ID00600,9288495007,Sankar-Choudhry College,"H.No. 88, Chand Nagar, Pallavaram-117352",tusharcheema@yahoo.com,2023,Civil,Thermodynamics,470,6.78,C
Hansh Deep,R0601,ID00601,9299510440,Sangha-Luthra College,"58/712, Garg Circle, Katihar-839584",lallmamooty@bera-bala.com,2025,Information Technology,Power Systems,520,6.01,C
Biju Khalsa,R0602,ID00602,9350836084,Date Group College,"440, Amble Path, Kulti-391949",samairaraja@hotmail.com,2024,Computer Science,Power Systems,513,9.2,A+
Anahi Rattan,R0603,ID00603,9654875859,"Brahmbhatt, Bajwa and Sur College","79, Seshadri Street, Mira-Bhayandar 509794",kuruvillahiran@hotmail.com,2025,Mechanical,Power Systems,404,7.54,B
Kismat Soni,R0604,ID00604,9945680872,Mall-Kunda College,"H.No. 17, Wable Chowk, Tenali-692214",gokul67@hotmail.com,2021,Information Technology,Software Engineering,403,8.14,A
Sana Dube,R0605,ID00605,9954201861,"Dubey, Chander and Choudhry College","09, Dar Ganj, Panipat-776079",hayerriaan@mangal-borra.net,2025,Information Technology,Networking,451,6.54,C
Gokul Krishnamurthy,R0606,ID00606,9371519422,Handa-Bajwa College,"13, Bumb Road, Anantapuram-596324",ygandhi@dhillon.net,2020,Electrical,Structural Design,565,7.84,B
Tejas Korpal,R0607,ID00607,9518418249,Bal-Gade College,"26/251, Deep Chowk, Ongole 529940",inaaya-sahota@gmail.com,2024,Electronics,Networking,462,9.37,A+
Kiara Bera,R0608,ID00608,9375974074,"Garde, Basak and Sahni College","872, Sandal Road, Sambalpur-453312",tchaudhary@dutta.com,2021,Civil,VLSI,412,6.99,C
Shayak Kala,R0609,ID00609,9843667938,Bora LLC College,"90, Lad Circle, Bhiwani-524572",saanvi05@yahoo.com,2023,Civil,VLSI,450,8.07,A
Prerak Wable,R0610,ID00610,9558613547,Chada-Shankar College,"H.No. 464, Balakrishnan Street, Nellore-617904",prishakari@yahoo.com,2022,Mechanical,Software Engineering,534,10.0,A+
Ela Handa,R0611,ID00611,9945807182,Korpal Ltd College,"H.No. 86, Loyal Nagar, Aurangabad 843077",bhatiasara@bhattacharyya-garde.info,2020,Electrical,Power Systems,533,6.22,C
Keya Sangha,R0612,ID00612,9463243139,Das-Krishnamurthy College,"H.No. 43, Shenoy Path, Bally 252891",thakkaramira@hotmail.com,2025,Information Technology,Software Engineering,530,9.29,A+
Ivana Sangha,R0613,ID00613,9964851211,"Dhawan, Rastogi and Talwar College","83, Barad Road, Jammu-270339",gabashlok@gmail.com,2020,Mechanical,Software Engineering,560,9.96,A+
Ela Deshmukh,R0614,ID00614,9161711215,Bhatti-Jain College,"H.No. 49, Koshy Chowk, Dehradun 123416",chaudhariaaina@saxena.com,2025,Computer Science,Software Engineering,483,8.12,A
Gatik Dani,R0615,ID00615,9476327883,Bumb Group College,"35/124, Chad Path, Ratlam-025762",neysa49@sastry-taneja.com,2025,Electronics,Structural Design,595,8.61,A
Manikya Subramaniam,R0616,ID00616,9412567790,Sem-Trivedi College,"44/282, Bose Marg, Sangli-Miraj & Kupwad-185358",aarna81@yahoo.com,2023,Electronics,Power Systems,497,9.52,A+
Ahana  Roy,R0617,ID00617,9788605886,Sant Inc College,"820, Krishnamurthy Ganj, Eluru 870044",voralagan@gmail.com,2025,Computer Science,Structural Design,530,7.65,B
Emir Lalla,R0618,ID00618,9652823182,Borah Ltd College,"24/024, Karpe Chowk, Mahbubnagar-325704",advika96@kara.com,2023,Electrical,Software Engineering,515,9.07,A+
Tiya Khare,R0619,ID00619,9171180916,Srivastava Ltd College,"32/77, Garg Marg, Ratlam 511310",rraju@sachdeva.info,2024,Information Technology,VLSI,538,6.56,C
Hansh Barman,R0620,ID00620,9642467921,Mangat Group College,"42/224, Rege Road, Khammam 222355",shayaktiwari@hotmail.com,2022,Mechanical,Structural Design,527,6.08,C
Mamooty Chaudhari,R0621,ID00621,9114013081,Singhal-Saxena College,"H.No. 129, Sathe Street, Dehri-874696",mallicksana@gmail.com,2023,Electronics,Thermodynamics,548,8.57,A
Zain Dua,R0622,ID00622,9385160724,Rao-Varughese College,"24, Baral Path, Solapur-167589",romil89@yahoo.com,2024,Computer Science,Software Engineering,428,6.13,C
Mamooty Deshpande,R0623,ID00623,9589656268,"Kashyap, Sarna and Chhabra College","H.No. 94, Madan Nagar, Raurkela Industrial Township 316805",jayeshghosh@hotmail.com,2024,Civil,Software Engineering,536,7.42,B
Tushar Sethi,R0624,ID00624,9835111418,Balakrishnan LLC College,"13/49, Ranganathan Zila, Chandigarh-692471",anahita72@gmail.com,2025,Civil,Power Systems,567,8.56,A
Purab Sampath,R0625,ID00625,9333990203,Thakur Group College,"59/520, Devi Zila, Mira-Bhayandar 587449",ahana-71@yahoo.com,2022,Civil,VLSI,464,9.28,A+
Saksham Savant,R0626,ID00626,9294313527,Madan-Sanghvi College,"78, Tailor Marg, Ratlam 413528",hazelahuja@khatri.com,2023,Civil,VLSI,528,6.31,C
Gokul Chanda,R0627,ID00627,9449592279,"Suri, Saran and Saha College","85/32, Divan Nagar, Munger 021019",gokulbandi@gmail.com,2022,Information Technology,Networking,452,6.65,C
Mahika Salvi,R0628,ID00628,9882343356,"Kara, Dasgupta and Raju College","841, Bhavsar Path, Haldia 530026",eagate@hotmail.com,2025,Electronics,Software Engineering,439,6.59,C
Gokul Chacko,R0629,ID00629,9501849982,"Savant, Jain and Khurana College","42/26, Karpe Circle, Jodhpur-942383",ivanadyal@yahoo.com,2021,Mechanical,Software Engineering,453,7.58,B
Samaira Andra,R0630,ID00630,9816519656,Sahota-Saraf College,"28/33, Deep Marg, Kishanganj-297826",kramachandran@dara.com,2023,Electronics,Software Engineering,501,9.76,A+
Advika Sachar,R0631,ID00631,9168006262,"Joshi, Lata and Butala College","85/84, Sami Path, Dewas 263029",vidurrama@bala.com,2020,Information Technology,Power Systems,539,8.31,A
Jayesh Sandal,R0632,ID00632,9138331974,Kapur-Kumer College,"014, Sachar, Kalyan-Dombivli-451430",dmani@choudhary.com,2024,Mechanical,Power Systems,500,7.73,B
Reyansh Chahal,R0633,ID00633,9671252879,Anand-Bail College,"915, Mane Circle, Bilaspur-537484",xkata@desai.info,2025,Mechanical,Software Engineering,515,9.26,A+
Tejas Loyal,R0634,ID00634,9717654513,Dugar LLC College,"241, Issac Zila, Siwan 221177",banikaaryahi@yahoo.com,2020,Electronics,Software Engineering,464,7.17,B
Vivaan Keer,R0635,ID00635,9150760854,Rajagopal-Kapadia College,"84/94, Sura Zila, Thanjavur-667760",balazaina@ganesh.org,2025,Computer Science,Software Engineering,504,9.96,A+
Raunak Randhawa,R0636,ID00636,9997957506,Thakur LLC College,"23/95, Barad, Ongole-430148",yakshitdeshmukh@gmail.com,2024,Electrical,Thermodynamics,556,7.24,B
Baiju Deep,R0637,ID00637,9295726626,Sabharwal PLC College,"68, Malhotra Street, Delhi 238322",indranil68@jaggi.net,2024,Electronics,VLSI,428,8.36,A
Madhav Bhasin,R0638,ID00638,9287328178,"Goswami, Mandal and Bhatnagar College","109, Raj Street, Nashik-469403",handaonkar@suresh-singhal.com,2021,Mechanical,Networking,430,9.55,A+
Vritika Saini,R0639,ID00639,9371201904,Anand-Sharaf College,"H.No. 38, Chadha Path, Sri Ganganagar 033448",shaan45@hotmail.com,2024,Information Technology,Networking,488,9.02,A+
Pranay Bhagat,R0640,ID00640,9160288844,"Kade, Choudhary and Andra College","H.No. 53, Magar Ganj, Bharatpur 854025",alia46@ramaswamy.net,2024,Information Technology,Networking,513,9.91,A+
Anya Mander,R0641,ID00641,9884554968,"Ganesan, Sethi and Goyal College","07/053, Khanna Path, Solapur 311997",mamooty35@joshi-bhavsar.info,2021,Computer Science,Software Engineering,499,8.62,A
Madhup Butala,R0642,ID00642,9124150619,Sanghvi Group College,"49/146, Ganesh Chowk, Dhule 137329",zoya54@yahoo.com,2025,Mechanical,Networking,474,7.3,B
Anvi Koshy,R0643,ID00643,9412264448,Wali-Ravi College,"77, Wable Ganj, Adoni-961184",abram13@loyal.com,2022,Mechanical,Structural Design,564,8.8,A
Shamik Sane,R0644,ID00644,9259109487,"Koshy, Tara and Kota College","74/70, Bir Nagar, Anand 292721",miraan51@hotmail.com,2021,Information Technology,Networking,485,8.81,A
Indrans Bhatnagar,R0645,ID00645,9959368611,Kade-Sankar College,"92/717, Chadha Circle, Shivpuri-076936",brarkrish@yahoo.com,2021,Electrical,Power Systems,466,9.86,A+
Nehmat Kalita,R0646,ID00646,9170722282,"Dhar, Rao and Butala College","H.No. 62, Agate Zila, Adoni 077411",kashvi05@shah.info,2020,Electrical,Power Systems,478,7.0,B
Vardaniya Agarwal,R0647,ID00647,9896899547,Ramachandran-Chaudhary College,"118, Sachdeva Marg, South Dumdum 955147",brahmbhattira@bahri.com,2022,Electrical,Networking,487,6.88,C
Advik Ravi,R0648,ID00648,9235960833,Dhar-Bhalla College,"18/052, Mangat Zila, Bhopal 022340",gvig@deep.net,2020,Electrical,Structural Design,584,6.45,C
Jhanvi Dhar,R0649,ID00649,9606098020,Sethi PLC College,"H.No. 678, Buch Road, Kozhikode 510189",fatehviswanathan@gmail.com,2025,Electrical,VLSI,563,8.37,A
Myra Kapadia,R0650,ID00650,9399671603,Dora Ltd College,"05, Lalla Chowk, Machilipatnam-003538",fateh19@gmail.com,2024,Mechanical,VLSI,582,8.68,A
Jivin Sankar,R0651,ID00651,9640260104,"Chakraborty, Khare and Apte College","237, Seth Street, Eluru-044870",sulearadhya@swamy-yadav.com,2024,Civil,Networking,431,9.36,A+
Pari Gola,R0652,ID00652,9977708820,"Gola, Loyal and Sawhney College","77/72, Mani Chowk, Nagaon-618701",mangalnishith@hotmail.com,2025,Civil,Networking,591,7.3,B
Zaina Khosla,R0653,ID00653,9270639327,Bhatia Ltd College,"523, Atwal Road, Karimnagar-924046",isarkar@yahoo.com,2024,Electronics,Networking,551,7.25,B
Indranil Balan,R0654,ID00654,9179792270,Borra-Lad College,"84/680, Deshmukh Street, Serampore 118677",yuvaanchaudhry@yahoo.com,2020,Civil,Structural Design,568,8.08,A
Anika Kale,R0655,ID00655,9813998256,Bansal-Kara College,"047, Lad, Aurangabad-586381",dishani57@gmail.com,2020,Civil,Structural Design,446,6.93,C
Onkar Barad,R0656,ID00656,9615480314,Chakraborty-Singhal College,"01/50, Raja Circle, Medininagar-116551",hridaanbera@zachariah-dey.biz,2022,Electronics,Structural Design,494,6.57,C
Ishaan Bobal,R0657,ID00657,9898631987,"Choudhry, Shroff and Subramaniam College","072, Gulati Circle, Eluru-099256",myra27@gmail.com,2021,Civil,Software Engineering,418,9.62,A+
Dharmajan Boase,R0658,ID00658,9266756902,Contractor-Srinivas College,"H.No. 68, Raj, Haldia-537189",abram91@hotmail.com,2024,Civil,Structural Design,447,7.81,B
Vidur Kar,R0659,ID00659,9586525347,"Taneja, Ahuja and Dave College","17, Banerjee Circle, Pudukkottai 500030",mahalishita@hans.org,2025,Computer Science,VLSI,549,6.06,C
Aayush Dey,R0660,ID00660,9528509923,"Bajwa, Khalsa and Thakkar College","H.No. 348, Ghose Zila, Aligarh-889244",qjoshi@vasa-trivedi.com,2021,Electronics,Networking,435,7.52,B
Chirag Jha,R0661,ID00661,9389542619,"D’Alia, Srinivasan and Koshy College","26, Mannan, Gorakhpur-761242",agarwalkhushi@yahoo.com,2021,Electrical,Software Engineering,401,7.59,B
Ehsaan Bhalla,R0662,ID00662,9860348046,Ramanathan LLC College,"H.No. 49, Majumdar Ganj, Bareilly 434490",samarsarkar@hotmail.com,2023,Computer Science,Networking,448,6.99,C
Yashvi Swamy,R0663,ID00663,9689930469,Sinha-Kala College,"H.No. 197, Dara Chowk, Berhampore-200638",mehul10@hotmail.com,2025,Electronics,VLSI,420,6.62,C
Tushar Madan,R0664,ID00664,9377898959,Ramakrishnan-Acharya College,"H.No. 701, Hari Circle, Muzaffarnagar-206785",gadeojas@yahoo.com,2022,Electronics,Software Engineering,588,8.77,A
Lavanya Dutt,R0665,ID00665,9559070505,Saini-Gopal College,"40, Agate Nagar, Kota 126161",krishsethi@gmail.com,2025,Mechanical,Software Engineering,529,7.89,B
Alisha Shere,R0666,ID00666,9101221290,"Date, Thaman and Setty College","085, Sur Marg, Rajpur Sonarpur-760719",amanidua@toor-thakur.com,2021,Information Technology,VLSI,581,7.49,B
Saksham Ghose,R0667,ID00667,9240803542,Comar PLC College,"545, Kapadia, Pune 669235",jiya10@gmail.com,2020,Information Technology,VLSI,546,8.18,A
Stuvan Ahluwalia,R0668,ID00668,9541385413,Madan-Vasa College,"H.No. 010, Shroff Street, Srikakulam 417263",rsaraf@kant.com,2023,Civil,Software Engineering,466,7.88,B
Anaya Din,R0669,ID00669,9500245699,"Dewan, Gulati and Ratti College","H.No. 08, Verma Chowk, Thanjavur-576067",cyogi@hotmail.com,2025,Civil,Networking,466,9.86,A+
Mamooty Chada,R0670,ID00670,9629552617,"Deshmukh, Lall and Saraf College","H.No. 88, Kapur Path, Bharatpur-697839",rjaggi@dalia.com,2022,Electronics,Structural Design,531,9.93,A+
Aniruddh Bedi,R0671,ID00671,9639613372,Sood-Bhatia College,"99, Chadha Road, Surat 754912",kakarvedika@datta.net,2022,Electrical,VLSI,508,6.57,C
Kashvi Virk,R0672,ID00672,9468878426,"Dhillon, Yadav and Bandi College","18, Chanda Path, Kamarhati-288075",fkothari@ravi.com,2022,Mechanical,Power Systems,429,9.31,A+
Ivan Shan,R0673,ID00673,9578899076,Bhalla-Uppal College,"10, Khosla Path, Mangalore 266781",sekhonfateh@sarma-sridhar.org,2025,Computer Science,Networking,457,7.31,B
Saanvi Saraf,R0674,ID00674,9327087384,Sood-Raman College,"05, Kaul Zila, Ghaziabad-594165",hegdedevansh@yahoo.com,2020,Mechanical,Networking,465,9.8,A+
Vivaan Kara,R0675,ID00675,9897984116,Sunder-Walla College,"H.No. 470, Subramanian Zila, Berhampur 895540",ojas13@yahoo.com,2023,Civil,Structural Design,546,6.54,C
Heer Dasgupta,R0676,ID00676,9460812410,Mangal and Sons College,"31/566, Vala, Gangtok-508201",piya85@gmail.com,2020,Computer Science,Software Engineering,454,6.96,C
Samaira Kapadia,R0677,ID00677,9735406901,Venkatesh-Sagar College,"96/18, Karnik Zila, Bharatpur-986463",njohal@jaggi.info,2020,Information Technology,Structural Design,529,6.7,C
Inaaya  Gala,R0678,ID00678,9923435219,"Thakur, Kapoor and Soni College","86/67, Raju Marg, Sasaram-271302",vardaniya73@gmail.com,2023,Electrical,Structural Design,452,6.45,C
Tarini Sama,R0679,ID00679,9708805218,Balay-Date College,"36/46, Sehgal Street, Jhansi-987706",kapoorhiran@krishna.com,2023,Computer Science,Networking,469,7.48,B
Eva Kalla,R0680,ID00680,9671739483,Lad-Goyal College,"06, Jhaveri Path, Thanjavur 567563",dishanibalan@ranganathan-chanda.com,2023,Mechanical,VLSI,496,8.55,A
Yashvi Behl,R0681,ID00681,9827820559,Shenoy Group College,"03/146, Atwal Chowk, Adoni-927533",bobaltrisha@yahoo.com,2025,Electronics,Power Systems,540,6.53,C
Tara Arora,R0682,ID00682,9529382160,"Shan, Khosla and Lal College","038, Kumer, Suryapet 360001",manjarimann@hotmail.com,2021,Computer Science,VLSI,566,8.9,A
Arnav Ramachandran,R0683,ID00683,9579432398,Iyengar Inc College,"H.No. 08, Warrior, Visakhapatnam 126328",dhanukdevi@gmail.com,2024,Information Technology,Thermodynamics,567,8.62,A
Aaina Kalita,R0684,ID00684,9709422526,Apte-Sharaf College,"H.No. 595, Shankar Circle, Erode-337086",vritika51@gmail.com,2024,Computer Science,VLSI,466,8.74,A
Amani Chakraborty,R0685,ID00685,9922289295,Yadav-Dugar College,"77, Uppal Nagar, Mira-Bhayandar 798720",saanvi07@yahoo.com,2025,Mechanical,VLSI,540,9.51,A+
Shanaya Bhattacharyya,R0686,ID00686,9841044862,"Sethi, Dani and Gandhi College","00, Kapadia Path, Rourkela-039043",manikyaagate@hotmail.com,2024,Mechanical,Structural Design,561,9.04,A+
Vanya Walla,R0687,ID00687,9466510702,Madan PLC College,"20/016, Soni Nagar, Gurgaon 991574",suresharmaan@hotmail.com,2020,Information Technology,VLSI,586,8.81,A
Miraan Krish,R0688,ID00688,9793847708,Raju-Bali College,"56/38, Yohannan Path, Nagercoil-538099",farhanchakrabarti@mand.com,2020,Electronics,Power Systems,472,8.17,A
Dharmajan Uppal,R0689,ID00689,9293595453,Lal-Swaminathan College,"H.No. 617, Dani Path, Coimbatore 503685",keerryan@tella-solanki.com,2021,Electronics,Thermodynamics,540,7.47,B
Nayantara Dube,R0690,ID00690,9789146520,"Shenoy, Rao and Kota College","47/43, Sem, Panchkula-015163",onkarvarghese@gmail.com,2020,Civil,VLSI,441,6.52,C
Eva Saran,R0691,ID00691,9265469488,Boase Inc College,"H.No. 055, Ahluwalia, Bidar-820152",biralisha@taneja.net,2020,Mechanical,Power Systems,559,9.71,A+
Zeeshan Boase,R0692,ID00692,9994440128,"Bhatia, Golla and Wadhwa College","64, Gokhale Zila, Amritsar-251697",gsami@hotmail.com,2025,Computer Science,Software Engineering,429,8.1,A
Kismat Savant,R0693,ID00693,9212359364,Dalal Inc College,"H.No. 79, Kashyap Street, Vijayanagaram 857976",priyanshjhaveri@gmail.com,2020,Information Technology,Power Systems,583,7.36,B
Mannat Char,R0694,ID00694,9412671603,"Dugar, Kale and Grover College","86, Deo Street, Korba-210146",neelofar87@yahoo.com,2023,Information Technology,Networking,477,6.3,C
Sana Bansal,R0695,ID00695,9632961261,Sethi-Verma College,"H.No. 14, Thakkar Road, Dehradun-103243",navya01@yahoo.com,2023,Civil,Networking,534,8.31,A
Arhaan Dave,R0696,ID00696,9425471299,Samra-Dhingra College,"H.No. 492, Contractor Street, Bokaro 731924",saksham28@yahoo.com,2021,Information Technology,Software Engineering,552,6.17,C
Kabir Bhavsar,R0697,ID00697,9506254467,Rastogi PLC College,"93/311, Kant Chowk, Anantapur 824979",varmashlok@gupta-varma.net,2021,Computer Science,VLSI,470,7.5,B
Rohan Verma,R0698,ID00698,9485962500,Swamy and Sons College,"36/639, Khatri Street, Salem-934147",amira72@hotmail.com,2022,Computer Science,Structural Design,569,6.37,C
Vivaan Mahal,R0699,ID00699,9928154821,"Sama, Kashyap and Dasgupta College","38/193, Shan Path, Ambarnath-782101",tailorshlok@gmail.com,2021,Civil,Power Systems,525,7.74,B
Lavanya Dutt,R0700,ID00700,9944997127,Kaul Ltd College,"82, Khurana Nagar, Kota 884671",pdivan@dua-master.com,2021,Electronics,Thermodynamics,537,8.9,A
Ishaan Dass,R0701,ID00701,9601575198,Joshi PLC College,"67, Kapadia Ganj, Sangli-Miraj & Kupwad-079186",ladrania@banik.com,2022,Electronics,Thermodynamics,529,8.08,A
Saanvi Bajwa,R0702,ID00702,9370237755,"Bhattacharyya, Bora and Sandal College","38/58, Zacharia Path, Chandrapur-383174",nityabhasin@wadhwa.org,2024,Electrical,Structural Design,424,6.04,C
Jivika Dani,R0703,ID00703,9648989030,Sama PLC College,"H.No. 818, Kibe Circle, Nashik 431130",xbumb@sani.com,2024,Electrical,Thermodynamics,410,8.66,A
Samaira Sawhney,R0704,ID00704,9788126833,"Bedi, Gera and Dhar College","H.No. 881, Agate Ganj, Tinsukia-307306",bhavin02@wason.info,2020,Information Technology,Software Engineering,409,8.67,A
Sumer Kala,R0705,ID00705,9430306534,Chana Group College,"H.No. 076, Rastogi Circle, Hubli–Dharwad 900818",esinha@gmail.com,2022,Electronics,Networking,481,9.58,A+
Nitya Sangha,R0706,ID00706,9372134758,"Sampath, Handa and Kala College","35/548, Jha Marg, Mango 256714",mannat85@tandon.org,2025,Computer Science,Structural Design,412,8.79,A
Chirag Balay,R0707,ID00707,9323044462,Mander-Ravi College,"736, Chokshi Zila, Bokaro-852995",samihabrahmbhatt@sarna.com,2020,Information Technology,Power Systems,401,9.25,A+
Charvi Gala,R0708,ID00708,9888847487,Bose Ltd College,"H.No. 59, Magar Ganj, Panihati 489847",alanka@gmail.com,2021,Computer Science,VLSI,469,6.84,C
Amani Dhar,R0709,ID00709,9121598119,Sekhon Inc College,"80/084, Shere Road, Chapra 497353",sastryanahita@yahoo.com,2020,Civil,Structural Design,520,7.96,B
Neelofar Solanki,R0710,ID00710,9699609664,Sami-Sengupta College,"H.No. 41, Dugar Road, Nellore 190943",divitlala@balakrishnan.com,2022,Computer Science,Structural Design,595,7.6,B
Prisha Devi,R0711,ID00711,9248221137,Mandal-Garg College,"27/234, Bali Chowk, Kollam 248285",myra58@yahoo.com,2023,Mechanical,Software Engineering,532,7.55,B
Khushi Suri,R0712,ID00712,9714493357,Sahota Inc College,"H.No. 800, Sem Road, Jalgaon 234246",aradhya05@lad-tiwari.com,2025,Civil,Software Engineering,481,9.01,A+
Adira Gandhi,R0713,ID00713,9354029963,Suresh LLC College,"96, Kumer, Kulti 472729",biswasaaina@anne.com,2025,Computer Science,Software Engineering,501,8.6,A
Sahil Chad,R0714,ID00714,9950717993,"Yadav, Kalita and Sood College","73/64, Bansal Circle, Muzaffarnagar-893373",kaira58@hotmail.com,2025,Information Technology,Software Engineering,425,7.9,B
Amani Chaudhari,R0715,ID00715,9385806423,Bhandari-Rajagopalan College,"87, Aggarwal Nagar, Nanded-803088",kashvikuruvilla@hotmail.com,2024,Electronics,Power Systems,521,7.85,B
Shanaya Ratti,R0716,ID00716,9682884838,"Deo, Kala and Bhandari College","16/20, Goda Chowk, Anand 132028",auroralakshay@gmail.com,2023,Electronics,Structural Design,497,9.85,A+
Urvi Kumar,R0717,ID00717,9451959050,Manda PLC College,"66/72, Kuruvilla Nagar, Jalna-906619",navya86@apte.net,2022,Information Technology,VLSI,429,8.6,A
Myra Thaker,R0718,ID00718,9177275666,Dixit-Kapur College,"H.No. 04, Tara Chowk, Kirari Suleman Nagar-523046",lavanya00@gmail.com,2025,Computer Science,Networking,573,7.62,B
Riaan Banik,R0719,ID00719,9875786048,Sem LLC College,"H.No. 22, Kumar Circle, Farrukhabad-557400",siyawalla@sheth.com,2023,Information Technology,VLSI,585,8.03,A
Baiju Desai,R0720,ID00720,9705211057,"Dalal, Trivedi and Konda College","753, Shukla Street, Bhiwani-670501",mjoshi@yahoo.com,2024,Civil,Structural Design,530,6.31,C
Ritvik Dhar,R0721,ID00721,9379802126,Bora-Vohra College,"H.No. 433, Kurian Circle, Tiruchirappalli-863540",badalrati@gmail.com,2024,Mechanical,Structural Design,447,9.78,A+
Alia Arora,R0722,ID00722,9147171822,Anand and Sons College,"52, Krishnamurthy Marg, Sambhal 874107",jaggijayan@dyal.com,2021,Information Technology,Networking,537,7.9,B
Vihaan Sethi,R0723,ID00723,9937608288,"Balay, Kaul and Yogi College","H.No. 883, Barman Circle, Dehri-359165",badamikhushi@srinivas.com,2023,Computer Science,VLSI,582,7.96,B
Jhanvi Gour,R0724,ID00724,9617129249,Gera-Kaul College,"17, Balasubramanian, Shivpuri-674949",balakrish@barad.net,2023,Civil,Power Systems,544,8.86,A
Samarth Kunda,R0725,ID00725,9573865093,Singhal-Babu College,"85/08, Ratti Zila, Howrah-597646",warriorreyansh@hotmail.com,2023,Electrical,VLSI,432,6.32,C
Sara Gala,R0726,ID00726,9826824524,Dash Inc College,"463, Gill Marg, Jalandhar-260846",gkala@warrior-goel.com,2022,Computer Science,Networking,541,6.23,C
Samiha Dara,R0727,ID00727,9356259422,Mane and Sons College,"H.No. 75, Varty Marg, Mahbubnagar-805594",mishadash@gmail.com,2025,Mechanical,Power Systems,433,6.28,C
Manjari Dave,R0728,ID00728,9739659714,Iyer-Lala College,"H.No. 482, Kant Nagar, Ghaziabad 405277",anay83@hotmail.com,2020,Electrical,VLSI,545,9.94,A+
Saanvi Hayre,R0729,ID00729,9722716542,Bala-Bava College,"74/73, Kade Zila, Bulandshahr 924009",samiamani@kaur-kala.org,2021,Civil,Power Systems,565,9.31,A+
Vardaniya Choudhry,R0730,ID00730,9660145075,"Kadakia, Vala and Chawla College","79/14, Dash Ganj, Kurnool-617736",ahana-47@yahoo.com,2022,Electrical,Thermodynamics,477,9.92,A+
Hridaan Deol,R0731,ID00731,9320551476,"Sama, Borde and Banerjee College","06/707, Chandran Road, Kottayam 049861",vritikakale@yahoo.com,2025,Computer Science,Software Engineering,426,7.9,B
Samarth Banerjee,R0732,ID00732,9225097340,Madan Group College,"05/809, Randhawa Marg, Ambarnath-873663",hchakraborty@wali.com,2020,Mechanical,Structural Design,422,6.23,C
Samaira Maharaj,R0733,ID00733,9109765284,Uppal Inc College,"80/52, Wadhwa, Eluru 845054",chawlaanya@yahoo.com,2023,Electronics,VLSI,503,6.95,C
Gokul Jain,R0734,ID00734,9334073483,Jayaraman LLC College,"H.No. 967, Ramanathan Street, Aurangabad 240851",dhanuk84@hotmail.com,2022,Electrical,Software Engineering,510,8.77,A
Kanav Dave,R0735,ID00735,9260371155,Choudhury-Balan College,"H.No. 52, Ghosh Nagar, Bulandshahr-675527",alisha59@hotmail.com,2025,Electronics,Power Systems,525,8.14,A
Devansh Brar,R0736,ID00736,9253595616,Mani-Bali College,"55, Tank Marg, Miryalaguda 898554",ashere@yahoo.com,2023,Electrical,Software Engineering,434,8.81,A
Ishita Biswas,R0737,ID00737,9422268033,"Varkey, Deo and Mane College","218, Singh Circle, Ambattur-652575",singhnirvaan@kala.info,2025,Mechanical,Structural Design,571,7.1,B
Heer Chaudhari,R0738,ID00738,9178595623,Bala Ltd College,"H.No. 215, Shan Road, Junagadh 463914",raniatalwar@raval-bal.com,2025,Civil,Thermodynamics,475,8.24,A
Ishaan Gaba,R0739,ID00739,9889973260,Subramanian Ltd College,"H.No. 787, Jha Chowk, Madhyamgram 004681",seherbajaj@hotmail.com,2025,Electronics,Software Engineering,504,6.76,C
Oorja Dash,R0740,ID00740,9621353056,Ramanathan Group College,"H.No. 007, Kumer Nagar, Madanapalle-824541",sanghvijhanvi@hotmail.com,2024,Civil,Networking,459,6.56,C
Mamooty Batta,R0741,ID00741,9128255691,Gaba-Tank College,"95/93, Ravel Ganj, Serampore-137814",raghav12@reddy.com,2020,Electrical,Thermodynamics,435,6.39,C
Mannat Chauhan,R0742,ID00742,9297158495,"Seshadri, Jani and Handa College","H.No. 783, Tak Path, Hubli–Dharwad 610769",miraankoshy@yahoo.com,2021,Information Technology,Thermodynamics,593,8.02,A
Ela Saini,R0743,ID00743,9566095781,Sood Inc College,"17, Kari Road, Jalgaon 929393",maharajsamarth@bera.com,2025,Computer Science,Networking,599,6.24,C
Bhavin Lata,R0744,ID00744,9556371571,Kadakia-Rastogi College,"67, Devi Road, Raebareli-309937",koshyela@rattan.com,2022,Electrical,Thermodynamics,523,8.43,A
Ira Divan,R0745,ID00745,9524147339,Varughese-Tripathi College,"019, Sunder Road, Kulti 435132",taranbuch@vala.com,2022,Mechanical,Structural Design,466,8.78,A
Vedika Thakur,R0746,ID00746,9354488776,Keer Inc College,"08/70, Tella Path, Farrukhabad 403768",samaayesha@sawhney.com,2024,Electrical,Structural Design,426,6.61,C
Divyansh Yohannan,R0747,ID00747,9651609907,Singhal-Kannan College,"25/41, Vala Zila, Malegaon 304461",aainawali@yahoo.com,2022,Electrical,Thermodynamics,479,8.91,A
